"","Monthly_Date","Store","Dept","Monthly_Sales","Region"
"34915",2011-01-01,"25","83",1739.65,1
"34916",2011-01-01,"25","85",11627.62,4
"34917",2011-01-01,"25","87",22387.74,2
"34918",2011-01-01,"25","90",46597.47,4
"34919",2011-01-01,"25","91",31082.72,2
"34920",2011-01-01,"25","92",142046.65,1
"34921",2011-01-01,"25","93",2297.92,3
"34922",2011-01-01,"25","94",2,4
"34923",2011-01-01,"25","95",142415.47,3
"34924",2011-01-01,"25","97",9794.5,3
"34925",2011-01-01,"25","98",30.33,2
"34926",2011-01-01,"26","1",54755.29,2
"34927",2011-01-01,"26","2",91687.98,4
"34928",2011-01-01,"26","3",28012.25,3
"34929",2011-01-01,"26","4",88250.82,3
"34930",2011-01-01,"26","5",62333.27,1
"34931",2011-01-01,"26","6",10121.03,4
"34932",2011-01-01,"26","7",34471.79,2
"34933",2011-01-01,"26","8",110855.09,3
"34934",2011-01-01,"26","9",34006.11,1
"34935",2011-01-01,"26","10",32599.51,4
"34936",2011-01-01,"26","11",46603.67,3
"34937",2011-01-01,"26","12",9548.45,1
"34938",2011-01-01,"26","13",77587.87,1
"34939",2011-01-01,"26","14",32393.4,4
"34940",2011-01-01,"26","16",8827,4
"34941",2011-01-01,"26","17",25835.61,1
"34942",2011-01-01,"26","18",5477.99,3
"34943",2011-01-01,"26","19",4231.45,1
"34944",2011-01-01,"26","20",10021.61,3
"34945",2011-01-01,"26","21",18016.29,2
"34946",2011-01-01,"26","22",17966.7,1
"34947",2011-01-01,"26","23",32128.47,3
"34948",2011-01-01,"26","24",5375.14,4
"34949",2011-01-01,"26","25",13090.84,2
"34950",2011-01-01,"26","26",8894.5,4
"34951",2011-01-01,"26","27",3791.99,3
"34952",2011-01-01,"26","28",1194.65,1
"34953",2011-01-01,"26","29",9861.44,3
"34954",2011-01-01,"26","30",6377.52,3
"34955",2011-01-01,"26","31",4273.6,3
"34956",2011-01-01,"26","32",9895.21,1
"34957",2011-01-01,"26","33",6014.66,2
"34958",2011-01-01,"26","34",20966.54,2
"34959",2011-01-01,"26","35",4537,4
"34960",2011-01-01,"26","36",2238,4
"34961",2011-01-01,"26","38",407317.06,4
"34962",2011-01-01,"26","40",147427.16,1
"34963",2011-01-01,"26","41",2383.41,2
"34964",2011-01-01,"26","42",9065.24,4
"34965",2011-01-01,"26","44",13836.47,4
"34966",2011-01-01,"26","45",24.96,2
"34967",2011-01-01,"26","46",31910.6,3
"34968",2011-01-01,"26","49",12112.74,4
"34969",2011-01-01,"26","51",104.2,1
"34970",2011-01-01,"26","52",5505.79,2
"34971",2011-01-01,"26","54",-6.02,1
"34972",2011-01-01,"26","55",33353.05,4
"34973",2011-01-01,"26","56",367,1
"34974",2011-01-01,"26","59",887.79,1
"34975",2011-01-01,"26","67",15882.11,4
"34976",2011-01-01,"26","71",9530,1
"34977",2011-01-01,"26","72",129959.2,3
"34978",2011-01-01,"26","74",28417.19,3
"34979",2011-01-01,"26","79",45201.4,4
"34980",2011-01-01,"26","80",67671.15,1
"34981",2011-01-01,"26","81",66327.91,3
"34982",2011-01-01,"26","82",42089.1,3
"34983",2011-01-01,"26","83",10538.06,1
"34984",2011-01-01,"26","85",5540.17,3
"34985",2011-01-01,"26","87",65594.78,4
"34986",2011-01-01,"26","90",211934.69,3
"34987",2011-01-01,"26","91",154707.54,3
"34988",2011-01-01,"26","92",322161.55,4
"34989",2011-01-01,"26","93",94750.55,2
"34990",2011-01-01,"26","94",146277.91,4
"34991",2011-01-01,"26","95",243057.75,3
"34992",2011-01-01,"26","96",46777.9,1
"34993",2011-01-01,"26","97",49693.09,1
"34994",2011-01-01,"26","98",25146.61,1
"34995",2011-01-01,"27","1",76489.88,4
"34996",2011-01-01,"27","2",270055.98,1
"34997",2011-01-01,"27","3",60748.92,2
"34998",2011-01-01,"27","4",160263.97,2
"34999",2011-01-01,"27","5",96062.44,3
"35000",2011-01-01,"27","6",16988.7,2
"35001",2011-01-01,"27","7",83215.11,4
"35002",2011-01-01,"27","8",157968.23,1
"35003",2011-01-01,"27","9",55611.35,1
"35004",2011-01-01,"27","10",147737.69,3
"35005",2011-01-01,"27","11",75781.07,2
"35006",2011-01-01,"27","12",9700.57,4
"35007",2011-01-01,"27","13",193927.42,3
"35008",2011-01-01,"27","14",83930.43,4
"35009",2011-01-01,"27","16",33845,2
"35010",2011-01-01,"27","17",70219.4,1
"35011",2011-01-01,"27","18",19542.16,4
"35012",2011-01-01,"27","19",445.42,3
"35013",2011-01-01,"27","20",34146.21,1
"35014",2011-01-01,"27","21",20977.9,1
"35015",2011-01-01,"27","22",58418.78,2
"35016",2011-01-01,"27","23",93863.4,4
"35017",2011-01-01,"27","24",20198.37,1
"35018",2011-01-01,"27","25",38611.1,4
"35019",2011-01-01,"27","26",28631.77,3
"35020",2011-01-01,"27","27",7081.06,4
"35021",2011-01-01,"27","28",3175.56,2
"35022",2011-01-01,"27","29",24301.3,3
"35023",2011-01-01,"27","30",12212.74,2
"35024",2011-01-01,"27","31",9436.02,1
"35025",2011-01-01,"27","32",19944.57,3
"35026",2011-01-01,"27","33",20230.48,4
"35027",2011-01-01,"27","34",40289.38,4
"35028",2011-01-01,"27","35",6521.75,2
"35029",2011-01-01,"27","36",5952.8,1
"35030",2011-01-01,"27","37",10780.01,1
"35031",2011-01-01,"27","38",173685.92,2
"35032",2011-01-01,"27","40",261821.49,3
"35033",2011-01-01,"27","41",5996.16,3
"35034",2011-01-01,"27","42",34557.53,4
"35035",2011-01-01,"27","44",15982.26,4
"35036",2011-01-01,"27","46",119425.85,3
"35037",2011-01-01,"27","47",45,3
"35038",2011-01-01,"27","49",40878.38,1
"35039",2011-01-01,"27","50",11183.5,3
"35040",2011-01-01,"27","52",4795.98,1
"35041",2011-01-01,"27","54",370.12,2
"35042",2011-01-01,"27","55",48609.44,1
"35043",2011-01-01,"27","56",4153.14,2
"35044",2011-01-01,"27","58",4889,4
"35045",2011-01-01,"27","59",9368.61,4
"35046",2011-01-01,"27","60",343.2,4
"35047",2011-01-01,"27","67",28828.25,3
"35048",2011-01-01,"27","71",33949.57,3
"35049",2011-01-01,"27","72",224435.66,4
"35050",2011-01-01,"27","74",109716.28,3
"35051",2011-01-01,"27","79",125625.38,2
"35052",2011-01-01,"27","80",104587.79,4
"35053",2011-01-01,"27","81",115809.85,1
"35054",2011-01-01,"27","82",75757.01,3
"35055",2011-01-01,"27","83",36390.28,3
"35056",2011-01-01,"27","85",13450.53,4
"35057",2011-01-01,"27","87",54535.17,3
"35058",2011-01-01,"27","90",387757.88,3
"35059",2011-01-01,"27","91",284835.17,4
"35060",2011-01-01,"27","92",571963.94,3
"35061",2011-01-01,"27","93",211757.4,1
"35062",2011-01-01,"27","94",251334.12,1
"35063",2011-01-01,"27","95",426314.75,4
"35064",2011-01-01,"27","96",59244.92,4
"35065",2011-01-01,"27","97",80160.29,4
"35066",2011-01-01,"27","98",38742.79,2
"35067",2011-01-01,"28","1",55773.18,4
"35068",2011-01-01,"28","2",206468.58,3
"35069",2011-01-01,"28","3",46743.43,3
"35070",2011-01-01,"28","4",108627.66,1
"35071",2011-01-01,"28","5",98943.78,4
"35072",2011-01-01,"28","6",12340.72,1
"35073",2011-01-01,"28","7",72504.18,1
"35074",2011-01-01,"28","8",131682.9,2
"35075",2011-01-01,"28","9",50619.21,3
"35076",2011-01-01,"28","10",64531.22,1
"35077",2011-01-01,"28","11",48812.21,1
"35078",2011-01-01,"28","12",10908.78,2
"35079",2011-01-01,"28","13",148410.19,4
"35080",2011-01-01,"28","14",56869.6,4
"35081",2011-01-01,"28","16",11409.12,3
"35082",2011-01-01,"28","17",33031.95,4
"35083",2011-01-01,"28","18",7264.62,2
"35084",2011-01-01,"28","19",5693.08,2
"35085",2011-01-01,"28","20",16860.57,4
"35086",2011-01-01,"28","21",18705.05,4
"35087",2011-01-01,"28","22",35591.18,2
"35088",2011-01-01,"28","23",101548.33,2
"35089",2011-01-01,"28","24",22899.28,2
"35090",2011-01-01,"28","25",42444.58,3
"35091",2011-01-01,"28","26",34688.53,2
"35092",2011-01-01,"28","27",6598.57,2
"35093",2011-01-01,"28","28",2222.69,1
"35094",2011-01-01,"28","29",21486.71,2
"35095",2011-01-01,"28","30",13331.38,1
"35096",2011-01-01,"28","31",6557.29,2
"35097",2011-01-01,"28","32",22349.15,3
"35098",2011-01-01,"28","33",21572.77,4
"35099",2011-01-01,"28","34",56799.21,4
"35100",2011-01-01,"28","35",6667.57,1
"35101",2011-01-01,"28","36",3639.54,3
"35102",2011-01-01,"28","37",7546.53,1
"35103",2011-01-01,"28","38",206033.08,3
"35104",2011-01-01,"28","40",194873.87,1
"35105",2011-01-01,"28","41",2892.5,2
"35106",2011-01-01,"28","42",25048.38,2
"35107",2011-01-01,"28","44",14910.04,1
"35108",2011-01-01,"28","45",288.03,2
"35109",2011-01-01,"28","46",66118.44,1
"35110",2011-01-01,"28","49",50192.75,3
"35111",2011-01-01,"28","52",8067.9,3
"35112",2011-01-01,"28","54",140.6,3
"35113",2011-01-01,"28","55",40322.65,3
"35114",2011-01-01,"28","56",1319.54,2
"35115",2011-01-01,"28","58",17242,1
"35116",2011-01-01,"28","59",1905.86,1
"35117",2011-01-01,"28","60",2861.98,4
"35118",2011-01-01,"28","67",16280.64,4
"35119",2011-01-01,"28","71",23038.92,4
"35120",2011-01-01,"28","72",193209.59,2
"35121",2011-01-01,"28","74",53358.58,3
"35122",2011-01-01,"28","79",160917.36,1
"35123",2011-01-01,"28","80",70558.82,1
"35124",2011-01-01,"28","81",91326.7,1
"35125",2011-01-01,"28","82",76229.04,4
"35126",2011-01-01,"28","83",26138.83,3
"35127",2011-01-01,"28","85",6657.94,1
"35128",2011-01-01,"28","87",47450.17,1
"35129",2011-01-01,"28","90",251289.19,1
"35130",2011-01-01,"28","91",224894.74,4
"35131",2011-01-01,"28","92",389209.16,1
"35132",2011-01-01,"28","93",175011.98,2
"35133",2011-01-01,"28","94",121144.37,4
"35134",2011-01-01,"28","95",337416.29,2
"35135",2011-01-01,"28","96",70628.32,4
"35136",2011-01-01,"28","97",89629.21,4
"35137",2011-01-01,"28","98",39967.07,2
"35138",2011-01-01,"29","1",40848.2,4
"35139",2011-01-01,"29","2",83110.41,3
"35140",2011-01-01,"29","3",29759.33,3
"35141",2011-01-01,"29","4",49449.18,2
"35142",2011-01-01,"29","5",46686.77,2
"35143",2011-01-01,"29","6",6434.42,4
"35144",2011-01-01,"29","7",28356.98,2
"35145",2011-01-01,"29","8",76355.02,2
"35146",2011-01-01,"29","9",19317.55,3
"35147",2011-01-01,"29","10",34854.69,3
"35148",2011-01-01,"29","11",28879.66,2
"35149",2011-01-01,"29","12",5577.89,2
"35150",2011-01-01,"29","13",63792.54,4
"35151",2011-01-01,"29","14",29810.87,3
"35152",2011-01-01,"29","16",14250.16,1
"35153",2011-01-01,"29","17",28563.08,1
"35154",2011-01-01,"29","18",3913.84,4
"35155",2011-01-01,"29","19",212.94,1
"35156",2011-01-01,"29","20",10683.59,2
"35157",2011-01-01,"29","21",11409.6,1
"35158",2011-01-01,"29","22",20131.92,2
"35159",2011-01-01,"29","23",46688.71,2
"35160",2011-01-01,"29","24",7588.15,3
"35161",2011-01-01,"29","25",18079.74,3
"35162",2011-01-01,"29","26",8018.56,4
"35163",2011-01-01,"29","27",5154.85,3
"35164",2011-01-01,"29","28",2333.47,2
"35165",2011-01-01,"29","29",14248.07,1
"35166",2011-01-01,"29","30",7327.32,3
"35167",2011-01-01,"29","31",5130.68,1
"35168",2011-01-01,"29","32",9389.68,1
"35169",2011-01-01,"29","33",7743.74,2
"35170",2011-01-01,"29","34",28055.74,4
"35171",2011-01-01,"29","35",4439.75,2
"35172",2011-01-01,"29","36",1276,4
"35173",2011-01-01,"29","38",179381.91,2
"35174",2011-01-01,"29","40",108807.29,2
"35175",2011-01-01,"29","41",1069.25,2
"35176",2011-01-01,"29","42",10701.54,4
"35177",2011-01-01,"29","44",6207.24,2
"35178",2011-01-01,"29","46",36527.99,2
"35179",2011-01-01,"29","48",14.97,1
"35180",2011-01-01,"29","51",42.64,2
"35181",2011-01-01,"29","52",3088.9,4
"35182",2011-01-01,"29","54",24.97,2
"35183",2011-01-01,"29","55",19275.08,4
"35184",2011-01-01,"29","56",112.34,3
"35185",2011-01-01,"29","58",2386,1
"35186",2011-01-01,"29","59",812.45,2
"35187",2011-01-01,"29","60",1821.6,3
"35188",2011-01-01,"29","67",14610.12,4
"35189",2011-01-01,"29","71",7480.5,3
"35190",2011-01-01,"29","72",112438.22,1
"35191",2011-01-01,"29","74",30681.17,3
"35192",2011-01-01,"29","79",28731.77,2
"35193",2011-01-01,"29","80",181.44,3
"35194",2011-01-01,"29","81",20294.82,4
"35195",2011-01-01,"29","82",28640.94,3
"35196",2011-01-01,"29","83",2861.6,3
"35197",2011-01-01,"29","85",5036.4,4
"35198",2011-01-01,"29","87",31807.39,1
"35199",2011-01-01,"29","90",46247.69,3
"35200",2011-01-01,"29","91",20672.93,2
"35201",2011-01-01,"29","92",100754.27,3
"35202",2011-01-01,"29","93",4716.07,1
"35203",2011-01-01,"29","95",106453.63,2
"35204",2011-01-01,"29","97",8570.68,3
"35205",2011-01-01,"29","98",91.65,3
"35206",2011-01-01,"30","1",34232.24,1
"35207",2011-01-01,"30","2",52236.98,1
"35208",2011-01-01,"30","3",3143.93,4
"35209",2011-01-01,"30","4",57678.21,1
"35210",2011-01-01,"30","5",1167,1
"35211",2011-01-01,"30","6",65.78,1
"35212",2011-01-01,"30","7",909.63,3
"35213",2011-01-01,"30","8",49157.29,2
"35214",2011-01-01,"30","9",74.7,3
"35215",2011-01-01,"30","10",760.78,2
"35216",2011-01-01,"30","11",5928.47,4
"35217",2011-01-01,"30","12",265.12,4
"35218",2011-01-01,"30","13",47209.68,1
"35219",2011-01-01,"30","14",3390.49,1
"35220",2011-01-01,"30","16",3898.05,2
"35221",2011-01-01,"30","17",625.18,2
"35222",2011-01-01,"30","18",585.1,3
"35223",2011-01-01,"30","21",6717.58,1
"35224",2011-01-01,"30","25",142,4
"35225",2011-01-01,"30","26",6,4
"35226",2011-01-01,"30","28",517.5,4
"35227",2011-01-01,"30","31",207,1
"35228",2011-01-01,"30","32",19.83,3
"35229",2011-01-01,"30","34",18,2
"35230",2011-01-01,"30","38",268319.27,4
"35231",2011-01-01,"30","40",99544.87,1
"35232",2011-01-01,"30","42",171,1
"35233",2011-01-01,"30","46",27564.13,4
"35234",2011-01-01,"30","52",57.84,2
"35235",2011-01-01,"30","59",630.06,3
"35236",2011-01-01,"30","60",2701.6,1
"35237",2011-01-01,"30","67",4269.29,1
"35238",2011-01-01,"30","72",349.22,4
"35239",2011-01-01,"30","74",1468.96,3
"35240",2011-01-01,"30","79",22563.45,2
"35241",2011-01-01,"30","80",25932.69,1
"35242",2011-01-01,"30","81",48170.92,1
"35243",2011-01-01,"30","82",17781.21,3
"35244",2011-01-01,"30","83",9201.63,3
"35245",2011-01-01,"30","85",349.64,3
"35246",2011-01-01,"30","87",1290.24,4
"35247",2011-01-01,"30","90",135468.59,3
"35248",2011-01-01,"30","91",130770.59,1
"35249",2011-01-01,"30","92",226120.55,1
"35250",2011-01-01,"30","93",91826.94,1
"35251",2011-01-01,"30","94",93482.04,1
"35252",2011-01-01,"30","95",174509.64,4
"35253",2011-01-01,"30","96",66032.53,4
"35254",2011-01-01,"30","97",53497.19,1
"35255",2011-01-01,"30","98",10576.96,1
"35256",2011-01-01,"31","1",54266.99,3
"35257",2011-01-01,"31","2",213380.07,3
"35258",2011-01-01,"31","3",41155.87,3
"35259",2011-01-01,"31","4",135049.32,3
"35260",2011-01-01,"31","5",64244.9,3
"35261",2011-01-01,"31","6",8895.44,2
"35262",2011-01-01,"31","7",43911.76,2
"35263",2011-01-01,"31","8",99914.09,1
"35264",2011-01-01,"31","9",32792.79,3
"35265",2011-01-01,"31","10",70679.81,2
"35266",2011-01-01,"31","11",52243,3
"35267",2011-01-01,"31","12",8591.68,3
"35268",2011-01-01,"31","13",164550.89,3
"35269",2011-01-01,"31","14",59348.63,1
"35270",2011-01-01,"31","16",9561.93,2
"35271",2011-01-01,"31","17",27407.13,4
"35272",2011-01-01,"31","18",8529.06,3
"35273",2011-01-01,"31","19",130.75,2
"35274",2011-01-01,"31","20",19698.69,4
"35275",2011-01-01,"31","21",16065.63,3
"35276",2011-01-01,"31","22",30134.43,4
"35277",2011-01-01,"31","23",69222.8,1
"35278",2011-01-01,"31","24",12055.69,1
"35279",2011-01-01,"31","25",28353.03,1
"35280",2011-01-01,"31","26",20264.21,1
"35281",2011-01-01,"31","27",6147.88,1
"35282",2011-01-01,"31","28",3689.76,2
"35283",2011-01-01,"31","29",15500.49,2
"35284",2011-01-01,"31","30",8451.36,1
"35285",2011-01-01,"31","31",10305.2,1
"35286",2011-01-01,"31","32",16329.16,4
"35287",2011-01-01,"31","33",13839.16,4
"35288",2011-01-01,"31","34",44505.52,4
"35289",2011-01-01,"31","35",6041.22,2
"35290",2011-01-01,"31","36",2087,2
"35291",2011-01-01,"31","37",13382.15,3
"35292",2011-01-01,"31","38",360254.49,4
"35293",2011-01-01,"31","40",232742.66,3
"35294",2011-01-01,"31","41",3938.75,1
"35295",2011-01-01,"31","42",19452,3
"35296",2011-01-01,"31","44",6723.57,1
"35297",2011-01-01,"31","46",92013.39,1
"35298",2011-01-01,"31","49",36185.56,3
"35299",2011-01-01,"31","51",3.66,4
"35300",2011-01-01,"31","52",2330.14,2
"35301",2011-01-01,"31","54",146.52,1
"35302",2011-01-01,"31","55",23959.71,2
"35303",2011-01-01,"31","56",724.23,2
"35304",2011-01-01,"31","58",11545,3
"35305",2011-01-01,"31","59",2597.15,2
"35306",2011-01-01,"31","60",1152.8,1
"35307",2011-01-01,"31","67",17196.08,4
"35308",2011-01-01,"31","71",18517.7,4
"35309",2011-01-01,"31","72",135625.33,3
"35310",2011-01-01,"31","74",60071.56,4
"35311",2011-01-01,"31","79",138561.67,3
"35312",2011-01-01,"31","80",75851.37,1
"35313",2011-01-01,"31","81",109221.1,1
"35314",2011-01-01,"31","82",60694.32,1
"35315",2011-01-01,"31","83",37736.09,2
"35316",2011-01-01,"31","85",5427.2,3
"35317",2011-01-01,"31","87",30552.35,3
"35318",2011-01-01,"31","90",329351.91,2
"35319",2011-01-01,"31","91",292452.81,1
"35320",2011-01-01,"31","92",534145.21,3
"35321",2011-01-01,"31","93",239739.69,3
"35322",2011-01-01,"31","94",264784.3,1
"35323",2011-01-01,"31","95",409774.32,4
"35324",2011-01-01,"31","96",112243.21,1
"35325",2011-01-01,"31","97",129947.23,1
"35326",2011-01-01,"31","98",35449.42,3
"35327",2011-01-01,"32","1",60023.61,1
"35328",2011-01-01,"32","2",190043.96,1
"35329",2011-01-01,"32","3",56184.93,3
"35330",2011-01-01,"32","4",109598.54,3
"35331",2011-01-01,"32","5",67143.7,4
"35332",2011-01-01,"32","6",14047.8,4
"35333",2011-01-01,"32","7",54781.35,1
"35334",2011-01-01,"32","8",95796.53,3
"35335",2011-01-01,"32","9",40232.51,3
"35336",2011-01-01,"32","10",93740.16,3
"35337",2011-01-01,"32","11",61315.43,1
"35338",2011-01-01,"32","12",8624.58,1
"35339",2011-01-01,"32","13",121899.01,4
"35340",2011-01-01,"32","14",53337.35,1
"35341",2011-01-01,"32","16",9184.92,3
"35342",2011-01-01,"32","17",40485.37,1
"35343",2011-01-01,"32","18",12199.23,3
"35344",2011-01-01,"32","19",5951.99,4
"35345",2011-01-01,"32","20",14855.8,3
"35346",2011-01-01,"32","21",17228.56,1
"35347",2011-01-01,"32","22",24644.02,4
"35348",2011-01-01,"32","23",54389.48,2
"35349",2011-01-01,"32","24",11086.95,4
"35350",2011-01-01,"32","25",25795.32,1
"35351",2011-01-01,"32","26",16560.04,1
"35352",2011-01-01,"32","27",5378.33,2
"35353",2011-01-01,"32","28",3268.19,4
"35354",2011-01-01,"32","29",12138.47,4
"35355",2011-01-01,"32","30",6242.44,4
"35356",2011-01-01,"32","31",6827.19,3
"35357",2011-01-01,"32","32",13100.46,3
"35358",2011-01-01,"32","33",10782.17,4
"35359",2011-01-01,"32","34",29929.98,1
"35360",2011-01-01,"32","35",5456.25,2
"35361",2011-01-01,"32","36",3827,2
"35362",2011-01-01,"32","37",10690.98,2
"35363",2011-01-01,"32","38",234030.28,3
"35364",2011-01-01,"32","40",234232.3,4
"35365",2011-01-01,"32","41",3360.67,3
"35366",2011-01-01,"32","42",23441.33,4
"35367",2011-01-01,"32","44",13529.5,2
"35368",2011-01-01,"32","45",17.41,3
"35369",2011-01-01,"32","46",90442.24,3
"35370",2011-01-01,"32","49",16569.23,1
"35371",2011-01-01,"32","51",18.88,4
"35372",2011-01-01,"32","52",8300.62,2
"35373",2011-01-01,"32","54",221.28,3
"35374",2011-01-01,"32","55",26314.82,1
"35375",2011-01-01,"32","56",3021.78,2
"35376",2011-01-01,"32","58",3128.01,3
"35377",2011-01-01,"32","59",2700.48,2
"35378",2011-01-01,"32","60",2587.2,1
"35379",2011-01-01,"32","67",25857.92,4
"35380",2011-01-01,"32","71",18347.6,3
"35381",2011-01-01,"32","72",134869.44,1
"35382",2011-01-01,"32","74",77495.92,2
"35383",2011-01-01,"32","79",56115.63,4
"35384",2011-01-01,"32","80",65805.83,3
"35385",2011-01-01,"32","81",71788.84,2
"35386",2011-01-01,"32","82",59863.57,4
"35387",2011-01-01,"32","83",15694.72,1
"35388",2011-01-01,"32","85",6492.36,4
"35389",2011-01-01,"32","87",21650.32,3
"35390",2011-01-01,"32","90",246488.38,3
"35391",2011-01-01,"32","91",197897.88,4
"35392",2011-01-01,"32","92",404195.49,1
"35393",2011-01-01,"32","93",122824.44,4
"35394",2011-01-01,"32","94",179651.92,1
"35395",2011-01-01,"32","95",323628.93,2
"35396",2011-01-01,"32","96",6901.77,2
"35397",2011-01-01,"32","97",68493.12,2
"35398",2011-01-01,"32","98",27013.73,2
"35399",2011-01-01,"33","1",8073.37,4
"35400",2011-01-01,"33","2",26588.44,2
"35401",2011-01-01,"33","3",1057.42,2
"35402",2011-01-01,"33","4",23346.81,3
"35403",2011-01-01,"33","5",1065,1
"35404",2011-01-01,"33","6",13.18,1
"35405",2011-01-01,"33","7",767.08,1
"35406",2011-01-01,"33","8",14291.67,3
"35407",2011-01-01,"33","9",4.5,4
"35408",2011-01-01,"33","10",237.94,1
"35409",2011-01-01,"33","11",564.82,1
"35410",2011-01-01,"33","12",70.92,1
"35411",2011-01-01,"33","13",25947.5,1
"35412",2011-01-01,"33","14",3650.76,2
"35413",2011-01-01,"33","16",670.79,2
"35414",2011-01-01,"33","17",1320.7,4
"35415",2011-01-01,"33","18",787.51,1
"35416",2011-01-01,"33","20",243,1
"35417",2011-01-01,"33","21",835.09,3
"35418",2011-01-01,"33","25",69,3
"35419",2011-01-01,"33","26",367.75,3
"35420",2011-01-01,"33","38",46787.64,1
"35421",2011-01-01,"33","40",26681.73,4
"35422",2011-01-01,"33","42",147.87,1
"35423",2011-01-01,"33","44",1.25,2
"35424",2011-01-01,"33","46",7355.44,3
"35425",2011-01-01,"33","52",40.48,2
"35426",2011-01-01,"33","55",183.86,4
"35427",2011-01-01,"33","56",30.75,4
"35428",2011-01-01,"33","59",69.98,2
"35429",2011-01-01,"33","60",396,2
"35430",2011-01-01,"33","67",2501.81,2
"35431",2011-01-01,"33","74",1623.68,4
"35432",2011-01-01,"33","79",44742.41,3
"35433",2011-01-01,"33","80",35185.48,1
"35434",2011-01-01,"33","81",34850.87,1
"35435",2011-01-01,"33","82",12036.72,1
"35436",2011-01-01,"33","83",8513.09,1
"35437",2011-01-01,"33","87",1925.54,1
"35438",2011-01-01,"33","90",97098.14,3
"35439",2011-01-01,"33","91",34609.05,3
"35440",2011-01-01,"33","92",131645.63,2
"35441",2011-01-01,"33","93",102278.56,1
"35442",2011-01-01,"33","94",100715.33,1
"35443",2011-01-01,"33","95",96626.35,2
"35444",2011-01-01,"33","96",30491.31,4
"35445",2011-01-01,"33","97",21510.48,1
"35446",2011-01-01,"33","98",31466.21,2
"35447",2011-01-01,"34","1",66382.03,4
"35448",2011-01-01,"34","2",132752.62,3
"35449",2011-01-01,"34","3",33141.19,2
"35450",2011-01-01,"34","4",76978.88,4
"35451",2011-01-01,"34","5",79625.59,2
"35452",2011-01-01,"34","6",8180.79,2
"35453",2011-01-01,"34","7",38054.53,1
"35454",2011-01-01,"34","8",109194.65,2
"35455",2011-01-01,"34","9",36919.74,1
"35456",2011-01-01,"34","10",54992.4,1
"35457",2011-01-01,"34","11",65643.05,4
"35458",2011-01-01,"34","12",16918.86,2
"35459",2011-01-01,"34","13",92500.41,3
"35460",2011-01-01,"34","14",40951.29,3
"35461",2011-01-01,"34","16",17541.1,3
"35462",2011-01-01,"34","17",25625.25,2
"35463",2011-01-01,"34","18",6975.98,1
"35464",2011-01-01,"34","19",35,4
"35465",2011-01-01,"34","20",12851.87,1
"35466",2011-01-01,"34","21",16754.79,2
"35467",2011-01-01,"34","22",23480.85,2
"35468",2011-01-01,"34","23",46620.55,3
"35469",2011-01-01,"34","24",8274.61,3
"35470",2011-01-01,"34","25",17841.17,4
"35471",2011-01-01,"34","26",15987.9,2
"35472",2011-01-01,"34","27",3596.36,4
"35473",2011-01-01,"34","28",1353.77,1
"35474",2011-01-01,"34","29",9663.03,4
"35475",2011-01-01,"34","30",5977.72,3
"35476",2011-01-01,"34","31",4113.5,2
"35477",2011-01-01,"34","32",13226.12,3
"35478",2011-01-01,"34","33",9114.32,2
"35479",2011-01-01,"34","34",31409.21,3
"35480",2011-01-01,"34","35",5677.75,3
"35481",2011-01-01,"34","36",1354,3
"35482",2011-01-01,"34","37",7641.36,3
"35483",2011-01-01,"34","38",227476.47,3
"35484",2011-01-01,"34","40",171017.87,3
"35485",2011-01-01,"34","41",216.5,1
"35486",2011-01-01,"34","42",14775.99,4
"35487",2011-01-01,"34","44",11696.04,2
"35488",2011-01-01,"34","45",32.94,1
"35489",2011-01-01,"34","46",63360.41,2
"35490",2011-01-01,"34","47",-224,2
"35491",2011-01-01,"34","48",2347,4
"35492",2011-01-01,"34","49",18541.78,3
"35493",2011-01-01,"34","51",49.38,2
"35494",2011-01-01,"34","52",3564.5,3
"35495",2011-01-01,"34","54",126.8,1
"35496",2011-01-01,"34","55",33409.18,1
"35497",2011-01-01,"34","56",1163.45,4
"35498",2011-01-01,"34","58",4458.97,1
"35499",2011-01-01,"34","59",1670.45,1
"35500",2011-01-01,"34","60",184.8,2
"35501",2011-01-01,"34","65",183235.58,4
"35502",2011-01-01,"34","67",19886.22,2
"35503",2011-01-01,"34","71",10068.1,4
"35504",2011-01-01,"34","72",135452.3,4
"35505",2011-01-01,"34","74",33691.01,4
"35506",2011-01-01,"34","79",61501.48,2
"35507",2011-01-01,"34","80",45736.26,1
"35508",2011-01-01,"34","81",58232.4,2
"35509",2011-01-01,"34","82",50249.06,1
"35510",2011-01-01,"34","83",11833.36,2
"35511",2011-01-01,"34","85",8930.83,2
"35512",2011-01-01,"34","87",19511.84,2
"35513",2011-01-01,"34","90",168977.52,3
"35514",2011-01-01,"34","91",136127.47,4
"35515",2011-01-01,"34","92",260425.01,1
"35516",2011-01-01,"34","93",107177.28,1
"35517",2011-01-01,"34","94",128002.9,3
"35518",2011-01-01,"34","95",246194.99,2
"35519",2011-01-01,"34","96",59382.28,2
"35520",2011-01-01,"34","97",64402.02,4
"35521",2011-01-01,"34","98",26761.73,2
"35522",2011-01-01,"35","1",45954.09,1
"35523",2011-01-01,"35","2",136242.64,2
"35524",2011-01-01,"35","3",35607.29,3
"35525",2011-01-01,"35","4",63297.27,4
"35526",2011-01-01,"35","5",74274.69,3
"35527",2011-01-01,"35","6",17151.15,4
